index,avg,max,min,combined_date
746,"2,936","3,045","2,777",2022-05-29 00:00:00
747,"2,932","3,027","2,733",2022-05-30 00:00:00
748,"2,953","3,085","2,733",2022-05-31 00:00:00
749,"2,953","3,085","2,733",2022-06-01 00:00:00
750,"2,959","3,153","2,733",2022-06-02 00:00:00
751,"2,845","3,036","2,572",2022-06-03 00:00:00
752,"2,847","3,036","2,572",2022-06-04 00:00:00
753,"2,848","3,036","2,588",2022-06-05 00:00:00
754,"2,848","3,036","2,588",2022-06-06 00:00:00
755,"2,858","3,057","2,588",2022-06-07 00:00:00
756,"2,863","3,100","2,589",2022-06-08 00:00:00
757,"2,866","3,090","2,589",2022-06-09 00:00:00
758,"2,915","3,136","2,578",2022-06-10 00:00:00
759,"2,916","3,139","2,578",2022-06-11 00:00:00
760,"2,923","3,168","2,578",2022-06-12 00:00:00
761,"2,926","3,180","2,578",2022-06-13 00:00:00
762,"2,927","3,180","2,578",2022-06-14 00:00:00
763,"2,931","3,183","2,580",2022-06-15 00:00:00
764,"2,931","3,207","2,576",2022-06-16 00:00:00
765,"2,948","3,217","2,729",2022-06-17 00:00:00
766,"2,950","3,217","2,729",2022-06-18 00:00:00
767,"2,907","3,215","2,605",2022-06-19 00:00:00
768,"2,908","3,215","2,648",2022-06-20 00:00:00
769,"2,908","3,214","2,648",2022-06-21 00:00:00
770,"2,911","3,214","2,648",2022-06-22 00:00:00
771,"2,912","3,214","2,648",2022-06-23 00:00:00
772,"2,938","3,251","2,633",2022-06-24 00:00:00
773,"2,936","3,271","2,633",2022-06-25 00:00:00
774,"2,940","3,272","2,827",2022-06-26 00:00:00
775,"2,937","3,349","2,827",2022-06-27 00:00:00
776,"2,936","3,315","2,835",2022-06-28 00:00:00
777,"2,936","3,300","2,814",2022-06-29 00:00:00
778,"2,929","3,290","2,758",2022-06-30 00:00:00
779,"2,882","3,219","2,720",2022-07-01 00:00:00
780,"2,880","3,202","2,699",2022-07-02 00:00:00
781,"2,881","3,214","2,699",2022-07-03 00:00:00
782,"2,875","3,207","2,699",2022-07-04 00:00:00
783,"2,871","3,209","2,699",2022-07-05 00:00:00
784,"2,871","3,222","2,699",2022-07-06 00:00:00
785,"2,869","3,218","2,720",2022-07-07 00:00:00
786,"2,827","3,200","2,592",2022-07-08 00:00:00
787,"2,826","3,202","2,592",2022-07-09 00:00:00
788,"2,825","3,202","2,592",2022-07-10 00:00:00
789,"2,823","3,202","2,592",2022-07-11 00:00:00
790,"2,817","3,202","2,673",2022-07-12 00:00:00
791,"2,812","3,202","2,673",2022-07-13 00:00:00
792,"2,805","3,197","2,673",2022-07-14 00:00:00
793,"2,776","3,202","2,655",2022-07-15 00:00:00
794,"2,774","3,199","2,655",2022-07-16 00:00:00
795,"2,771","3,202","2,655",2022-07-17 00:00:00
796,"2,770","3,205","2,655",2022-07-18 00:00:00
797,"2,766","3,201","2,625",2022-07-19 00:00:00
798,"2,757","3,201","2,631",2022-07-20 00:00:00
799,"2,754","3,191","2,633",2022-07-21 00:00:00
800,"2,748","3,181","2,625",2022-07-22 00:00:00
801,"2,746","3,181","2,625",2022-07-23 00:00:00
802,"2,745","3,181","2,625",2022-07-24 00:00:00
803,"2,739","3,175","2,597",2022-07-25 00:00:00
804,"2,728","3,186","2,619",2022-07-26 00:00:00
805,"2,715","3,186","2,621",2022-07-27 00:00:00
806,"2,709","3,182","2,596",2022-07-28 00:00:00
807,"2,621","3,176","2,483",2022-07-29 00:00:00
808,"2,621","3,176","2,483",2022-07-30 00:00:00
809,"2,620","3,177","2,483",2022-07-31 00:00:00
810,"2,620","3,180","2,483",2022-08-01 00:00:00
811,"2,617","3,186","2,449",2022-08-02 00:00:00
812,"2,613","3,168","2,449",2022-08-03 00:00:00
813,"2,613","3,165","2,458",2022-08-04 00:00:00
814,"2,610","3,180","2,462",2022-08-05 00:00:00
815,"2,609","3,178","2,455",2022-08-06 00:00:00
816,"2,610","3,185","2,458",2022-08-07 00:00:00
817,"2,608","3,158","2,467",2022-08-08 00:00:00
818,"2,607","3,136","2,466",2022-08-09 00:00:00
819,"2,601","3,145","2,460",2022-08-10 00:00:00
820,"2,600","3,143","2,467",2022-08-11 00:00:00
821,"2,635","2,966","2,495",2022-08-12 00:00:00
822,"2,633","2,966","2,490",2022-08-13 00:00:00
823,"2,632","2,956","2,490",2022-08-14 00:00:00
824,"2,631","2,956","2,490",2022-08-15 00:00:00
825,"2,633","2,966","2,490",2022-08-16 00:00:00
826,"2,633","2,966","2,482",2022-08-17 00:00:00
827,"2,630","2,905","2,482",2022-08-18 00:00:00
828,"2,646","2,975","2,509",2022-08-19 00:00:00
829,"2,646","2,975","2,509",2022-08-20 00:00:00
830,"2,646","2,968","2,509",2022-08-21 00:00:00
831,"2,647","2,958","2,509",2022-08-22 00:00:00
832,"2,649","2,965","2,512",2022-08-23 00:00:00
833,"2,616","2,965","2,485",2022-08-24 00:00:00
834,"2,619","2,961","2,499",2022-08-25 00:00:00
835,"2,799","3,092","2,719",2022-08-26 00:00:00
836,"2,800","3,093","2,719",2022-08-27 00:00:00
837,"2,801","3,093","2,719",2022-08-28 00:00:00
838,"2,805","3,105","2,711",2022-08-29 00:00:00
839,"2,807","3,102","2,711",2022-08-30 00:00:00
840,"2,813","3,137","2,706",2022-08-31 00:00:00
841,"2,658","2,972","2,535",2022-09-01 00:00:00
842,"2,660","2,972","2,535",2022-09-02 00:00:00
843,"2,660","2,972","2,538",2022-09-03 00:00:00
844,"2,612","2,938","2,476",2022-09-04 00:00:00
845,"2,614","2,939","2,486",2022-09-05 00:00:00
846,"2,615","2,930","2,479",2022-09-06 00:00:00
847,"2,618","2,939","2,489",2022-09-07 00:00:00
848,"2,621","2,935","2,482",2022-09-08 00:00:00
849,"2,621","2,924","2,482",2022-09-09 00:00:00
850,"2,621","2,924","2,482",2022-09-10 00:00:00
851,"2,622","2,926","2,482",2022-09-11 00:00:00
852,"2,622","2,926","2,482",2022-09-12 00:00:00
853,"2,623","2,935","2,486",2022-09-13 00:00:00
854,"2,623","2,935","2,486",2022-09-14 00:00:00
855,"2,624","2,935","2,486",2022-09-15 00:00:00
856,"2,839","3,046","2,719",2022-09-16 00:00:00
857,"2,840","3,064","2,719",2022-09-17 00:00:00
858,"2,839","3,073","2,716",2022-09-18 00:00:00
859,"2,839","3,072","2,716",2022-09-19 00:00:00
860,"2,841","3,072","2,733",2022-09-20 00:00:00
861,"2,842","3,069","2,745",2022-09-21 00:00:00
862,"2,840","3,072","2,749",2022-09-22 00:00:00
863,"2,807","3,148","2,720",2022-09-23 00:00:00
864,"2,806","3,166","2,720",2022-09-24 00:00:00
865,"2,805","3,164","2,720",2022-09-25 00:00:00
866,"2,799","3,168","2,708",2022-09-26 00:00:00
867,"2,797","3,085","2,706",2022-09-27 00:00:00
868,"2,797","3,087","2,706",2022-09-28 00:00:00
869,"2,797","3,104","2,706",2022-09-29 00:00:00
870,"2,783","3,130","2,702",2022-09-30 00:00:00
871,"2,783","3,127","2,697",2022-10-01 00:00:00
872,"2,784","3,131","2,702",2022-10-02 00:00:00
873,"2,783","3,141","2,702",2022-10-03 00:00:00
874,"2,781","3,142","2,696",2022-10-04 00:00:00
875,"2,778","3,142","2,700",2022-10-05 00:00:00
876,"2,774","3,142","2,694",2022-10-06 00:00:00
877,"2,720","3,117","2,605",2022-10-07 00:00:00
878,"2,720","3,122","2,604",2022-10-08 00:00:00
879,"2,720","3,124","2,604",2022-10-09 00:00:00
880,"2,719","3,124","2,604",2022-10-10 00:00:00
881,"2,717","3,131","2,594",2022-10-11 00:00:00
882,"2,718","3,120","2,594",2022-10-12 00:00:00
883,"2,715","3,104","2,594",2022-10-13 00:00:00
884,"2,743","3,227","2,634",2022-10-14 00:00:00
885,"2,744","3,227","2,634",2022-10-15 00:00:00
886,"2,744","3,227","2,634",2022-10-16 00:00:00
887,"2,741","3,219","2,634",2022-10-17 00:00:00
888,"2,742","3,219","2,634",2022-10-18 00:00:00
889,"2,737","3,219","2,634",2022-10-19 00:00:00
890,"2,736","3,204","2,634",2022-10-20 00:00:00
891,"2,736","3,251","2,634",2022-10-21 00:00:00
892,"2,737","3,310","2,634",2022-10-22 00:00:00
893,"2,736","3,300","2,634",2022-10-23 00:00:00
894,"2,735","3,295","2,625",2022-10-24 00:00:00
895,"2,729","3,251","2,601",2022-10-25 00:00:00
896,"2,727","3,218","2,600",2022-10-26 00:00:00
897,"2,725","3,170","2,600",2022-10-27 00:00:00
898,"2,667","3,190","2,556",2022-10-28 00:00:00
899,"2,665","3,170","2,551",2022-10-29 00:00:00
900,"2,664","3,187","2,552",2022-10-30 00:00:00
901,"2,666","3,164","2,549",2022-10-31 00:00:00
